"","x"
"27907","28"
"27908","28"
"27909","28"
"27910","28"
"27911","28"
"27912","28"
"27913","28"
"27914","28"
"27915","28"
"27916","28"
"27917","28"
"27918","28"
"27919","28"
"27920","28"
"27921","28"
"27922","28"
"27923","28"
"27924","28"
"27925","28"
"27926","28"
"27927","28"
"27928","28"
"27929","28"
"27930","28"
"27931","28"
"27932","28"
"27933","28"
"27934","28"
"27935","28"
"27936","28"
"27937","28"
"27938","28"
"27939","28"
"27940","28"
"27941","28"
"27942","28"
"27943","28"
"27944","28"
"27945","28"
"27946","28"
"27947","28"
"27948","28"
"27949","28"
"27950","28"
"27951","28"
"27952","28"
"27953","28"
"27954","28"
"27955","28"
"27956","28"
"27957","28"
"27958","28"
"27959","28"
"27960","28"
"27961","28"
"27962","28"
"27963","28"
"27964","28"
"27965","28"
"27966","28"
"27967","28"
"27968","28"
"27969","28"
"27970","28"
"27971","28"
"27972","28"
"27973","28"
"27974","28"
"27975","28"
"27976","28"
"27977","27"
"27978","27"
"27979","27"
"27980","27"
"27981","27"
"27982","27"
"27983","27"
"27984","27"
"27985","27"
"27986","27"
"27987","27"
"27988","27"
"27989","27"
"27990","27"
"27991","27"
"27992","27"
"27993","27"
"27994","27"
"27995","27"
"27996","27"
"27997","27"
"27998","27"
"27999","27"
"28000","27"
"28001","27"
"28002","27"
"28003","27"
"28004","27"
"28005","27"
"28006","27"
"28007","27"
"28008","27"
"28009","27"
"28010","27"
"28011","27"
"28012","27"
"28013","27"
"28014","27"
"28015","27"
"28016","27"
"28017","27"
"28018","27"
"28019","27"
"28020","27"
"28021","27"
"28022","27"
"28023","27"
"28024","27"
"28025","27"
"28026","27"
"28027","27"
"28028","27"
"28029","27"
"28030","27"
"28031","27"
"28032","27"
"28033","27"
"28034","27"
"28035","27"
"28036","27"
"28037","27"
"28038","27"
"28039","27"
"28040","27"
"28041","27"
"28042","27"
"28043","27"
"28044","27"
"28045","27"
"28046","27"
"28047","27"
"28048","27"
"28049","27"
"28050","27"
"28051","27"
"28052","27"
"28053","27"
"28054","27"
"28055","27"
"28056","27"
"28057","27"
"28058","27"
"28059","27"
"28060","27"
"28061","27"
"28062","27"
"28063","27"
"28064","27"
"28065","27"
"28066","27"
"28067","27"
"28068","27"
"28069","27"
"28070","27"
"28071","27"
"28072","27"
"28073","27"
"28074","27"
"28075","27"
"28076","27"
"28077","27"
"28078","27"
"28079","27"
"28080","27"
"28081","27"
"28082","27"
"28083","27"
"28084","27"
"28085","27"
"28086","27"
"28087","27"
"28088","27"
"28089","27"
"28090","27"
"28091","27"
"28092","27"
"28093","27"
"28094","27"
"28095","27"
"28096","27"
"28097","27"
"28098","27"
"28099","27"
"28100","27"
"28101","27"
"28102","27"
"28103","27"
"28104","27"
"28105","27"
"28106","27"
"28107","27"
"28108","27"
"28109","27"
"28110","27"
"28111","27"
"28112","27"
"28113","27"
"28114","27"
"28115","27"
"28116","27"
"28117","27"
"28118","27"
"28119","27"
"28120","27"
"28121","27"
"28122","27"
"28123","27"
"28124","27"
"28125","27"
"28126","27"
"28127","27"
"28128","27"
"28129","27"
"28130","27"
"28131","27"
"28132","27"
"28133","27"
"28134","27"
"28135","27"
"28136","27"
"28137","27"
"28138","27"
"28139","27"
"28140","27"
"28141","27"
"28142","27"
"28143","27"
"28144","27"
"28145","27"
"28146","27"
"28147","27"
"28148","27"
"28149","27"
"28150","27"
"28151","27"
"28152","27"
"28153","27"
"28154","27"
"28155","27"
"28156","27"
"28157","27"
"28158","27"
"28159","27"
"28160","27"
"28161","27"
"28162","27"
"28163","27"
"28164","27"
"28165","27"
"28166","27"
"28167","27"
"28168","27"
"28169","27"
"28170","27"
"28171","27"
"28172","27"
"28173","27"
"28174","27"
"28175","27"
"28176","27"
"28177","27"
"28178","27"
"28179","27"
"28180","27"
"28181","27"
"28182","27"
"28183","27"
"28184","27"
"28185","27"
"28186","27"
"28187","27"
"28188","27"
"28189","27"
"28190","27"
"28191","27"
"28192","27"
"28193","27"
"28194","27"
"28195","27"
"28196","27"
"28197","27"
"28198","27"
"28199","27"
"28200","27"
"28201","27"
"28202","27"
"28203","27"
"28204","27"
"28205","27"
"28206","27"
"28207","27"
"28208","27"
"28209","27"
"28210","27"
"28211","27"
"28212","27"
"28213","27"
"28214","27"
"28215","27"
"28216","27"
"28217","26"
"28218","26"
"28219","26"
"28220","26"
"28221","26"
"28222","26"
"28223","26"
"28224","26"
"28225","26"
"28226","26"
"28227","26"
"28228","26"
"28229","26"
"28230","26"
"28231","26"
"28232","26"
"28233","26"
"28234","26"
"28235","26"
"28236","26"
"28237","26"
"28238","26"
"28239","26"
"28240","26"
"28241","26"
"28242","26"
"28243","26"
"28244","26"
"28245","26"
"28246","26"
"28247","26"
"28248","26"
"28249","26"
"28250","26"
"28251","26"
"28252","26"
"28253","26"
"28254","26"
"28255","26"
"28256","26"
"28257","26"
"28258","26"
"28259","26"
"28260","26"
"28261","26"
"28262","26"
"28263","26"
"28264","26"
"28265","26"
"28266","26"
"28267","26"
"28268","26"
"28269","26"
"28270","26"
"28271","26"
"28272","26"
"28273","26"
"28274","26"
"28275","26"
"28276","26"
"28277","26"
"28278","26"
"28279","26"
"28280","26"
"28281","26"
"28282","26"
"28283","26"
"28284","26"
"28285","26"
"28286","26"
"28287","26"
"28288","26"
"28289","26"
"28290","26"
"28291","26"
"28292","26"
"28293","26"
"28294","26"
"28295","26"
"28296","26"
"28297","26"
"28298","26"
"28299","26"
"28300","26"
"28301","26"
"28302","26"
"28303","26"
"28304","26"
"28305","26"
"28306","26"
"28307","26"
"28308","26"
"28309","26"
"28310","26"
"28311","26"
"28312","26"
"28313","26"
"28314","26"
"28315","26"
"28316","26"
"28317","26"
"28318","26"
"28319","26"
"28320","26"
"28321","26"
"28322","26"
"28323","26"
"28324","26"
"28325","26"
"28326","26"
"28327","26"
"28328","26"
"28329","26"
"28330","26"
"28331","26"
"28332","26"
"28333","26"
"28334","26"
"28335","26"
"28336","26"
"28337","26"
"28338","26"
"28339","26"
"28340","26"
"28341","26"
"28342","26"
"28343","26"
"28344","26"
"28345","26"
"28346","26"
"28347","26"
"28348","26"
"28349","26"
"28350","26"
"28351","26"
"28352","26"
"28353","26"
"28354","26"
"28355","26"
"28356","26"
"28357","26"
"28358","26"
"28359","26"
"28360","26"
"28361","26"
"28362","26"
"28363","26"
"28364","26"
"28365","26"
"28366","26"
"28367","26"
"28368","26"
"28369","26"
"28370","26"
"28371","26"
"28372","26"
"28373","26"
"28374","26"
"28375","26"
"28376","26"
"28377","26"
"28378","26"
"28379","26"
"28380","26"
"28381","26"
"28382","26"
"28383","26"
"28384","26"
"28385","26"
"28386","26"
"28387","26"
"28388","26"
"28389","26"
"28390","26"
"28391","26"
"28392","26"
"28393","26"
"28394","26"
"28395","26"
"28396","26"
"28397","26"
"28398","26"
"28399","26"
"28400","26"
"28401","26"
"28402","26"
"28403","26"
"28404","26"
"28405","26"
"28406","26"
"28407","26"
"28408","26"
"28409","26"
"28410","26"
"28411","26"
"28412","26"
"28413","26"
"28414","26"
"28415","26"
"28416","26"
"28417","26"
"28418","26"
"28419","26"
"28420","26"
"28421","26"
"28422","26"
"28423","26"
"28424","26"
"28425","26"
"28426","26"
"28427","26"
"28428","26"
"28429","26"
"28430","26"
"28431","26"
"28432","26"
"28433","26"
"28434","26"
"28435","26"
"28436","26"
"28437","26"
"28438","26"
"28439","26"
"28440","26"
"28441","26"
"28442","26"
"28443","26"
"28444","26"
"28445","26"
"28446","26"
"28447","26"
"28448","26"
"28449","26"
"28450","26"
"28451","26"
"28452","26"
"28453","26"
"28454","26"
"28455","26"
"28456","26"
"28457","26"
"28458","26"
"28459","26"
"28460","26"
"28461","26"
"28462","26"
"28463","25"
"28464","25"
"28465","25"
"28466","25"
"28467","25"
"28468","25"
"28469","25"
"28470","25"
"28471","25"
"28472","25"
"28473","25"
"28474","25"
"28475","25"
"28476","25"
"28477","25"
"28478","25"
"28479","25"
"28480","25"
"28481","25"
"28482","25"
"28483","25"
"28484","25"
"28485","25"
"28486","25"
"28487","25"
"28488","25"
"28489","25"
"28490","25"
"28491","25"
"28492","25"
"28493","25"
"28494","25"
"28495","25"
"28496","25"
"28497","25"
"28498","25"
"28499","25"
"28500","25"
"28501","25"
"28502","25"
"28503","25"
"28504","25"
"28505","25"
"28506","25"
"28507","25"
"28508","25"
"28509","25"
"28510","25"
"28511","25"
"28512","25"
"28513","25"
"28514","25"
"28515","25"
"28516","25"
"28517","25"
"28518","25"
"28519","25"
"28520","25"
"28521","25"
"28522","25"
"28523","25"
"28524","25"
"28525","25"
"28526","25"
"28527","25"
"28528","25"
"28529","25"
"28530","25"
"28531","25"
"28532","25"
"28533","25"
"28534","25"
"28535","25"
"28536","25"
"28537","25"
"28538","25"
"28539","25"
"28540","25"
"28541","25"
"28542","25"
"28543","25"
"28544","25"
"28545","25"
"28546","25"
"28547","25"
"28548","25"
"28549","25"
"28550","25"
"28551","25"
"28552","25"
"28553","25"
"28554","25"
"28555","25"
"28556","25"
"28557","25"
"28558","25"
"28559","25"
"28560","25"
"28561","25"
"28562","25"
"28563","25"
"28564","25"
"28565","25"
"28566","25"
"28567","25"
"28568","25"
"28569","25"
"28570","25"
"28571","25"
"28572","25"
"28573","25"
"28574","25"
"28575","25"
"28576","25"
"28577","25"
"28578","25"
"28579","25"
"28580","25"
"28581","25"
"28582","25"
"28583","25"
"28584","25"
"28585","25"
"28586","25"
"28587","25"
"28588","25"
"28589","25"
"28590","25"
"28591","25"
"28592","25"
"28593","25"
"28594","25"
"28595","25"
"28596","25"
"28597","25"
"28598","25"
"28599","25"
"28600","25"
"28601","25"
"28602","25"
"28603","25"
"28604","25"
"28605","25"
"28606","25"
"28607","25"
"28608","25"
"28609","25"
"28610","25"
"28611","25"
"28612","25"
"28613","25"
"28614","25"
"28615","25"
"28616","25"
"28617","25"
"28618","25"
"28619","25"
"28620","25"
"28621","25"
"28622","25"
"28623","25"
"28624","25"
"28625","25"
"28626","25"
"28627","25"
"28628","25"
"28629","25"
"28630","25"
"28631","25"
"28632","25"
"28633","25"
"28634","25"
"28635","25"
"28636","25"
"28637","25"
"28638","25"
"28639","25"
"28640","25"
"28641","25"
"28642","25"
"28643","25"
"28644","25"
"28645","25"
"28646","25"
"28647","25"
"28648","25"
"28649","25"
"28650","25"
"28651","25"
"28652","25"
"28653","25"
"28654","25"
"28655","25"
"28656","25"
"28657","25"
"28658","25"
"28659","25"
"28660","25"
"28661","25"
"28662","25"
"28663","25"
"28664","25"
"28665","25"
"28666","25"
"28667","25"
"28668","25"
"28669","25"
"28670","25"
"28671","25"
"28672","25"
"28673","25"
"28674","25"
"28675","25"
"28676","25"
"28677","25"
"28678","25"
"28679","25"
"28680","25"
"28681","25"
"28682","25"
"28683","25"
"28684","25"
"28685","25"
"28686","25"
"28687","25"
"28688","25"
"28689","25"
"28690","25"
"28691","25"
"28692","25"
"28693","25"
"28694","25"
"28695","25"
"28696","25"
"28697","25"
"28698","25"
"28699","25"
"28700","25"
"28701","25"
"28702","25"
"28703","25"
"28704","25"
"28705","25"
"28706","25"
"28707","25"
"28708","25"
"28709","25"
"28710","25"
"28711","25"
"28712","25"
"28713","25"
"28714","25"
"28715","25"
"28716","25"
"28717","25"
"28718","25"
"28719","25"
"28720","25"
"28721","25"
"28722","25"
"28723","25"
"28724","25"
"28725","25"
"28726","25"
"28727","25"
"28728","25"
"28729","25"
"28730","25"
"28731","25"
"28732","25"
"28733","25"
"28734","25"
"28735","25"
"28736","25"
"28737","25"
"28738","25"
"28739","25"
"28740","25"
"28741","25"
"28742","25"
"28743","25"
"28744","25"
"28745","25"
"28746","25"
"28747","25"
"28748","25"
"28749","25"
"28750","25"
"28751","25"
"28752","25"
"28753","25"
"28754","25"
"28755","25"
"28756","25"
"28757","25"
"28758","25"
"28759","25"
"28760","24"
"28761","24"
"28762","24"
"28763","24"
"28764","24"
"28765","24"
"28766","24"
"28767","24"
"28768","24"
"28769","24"
"28770","24"
"28771","24"
"28772","24"
"28773","24"
"28774","24"
"28775","24"
"28776","24"
"28777","24"
"28778","24"
"28779","24"
"28780","24"
"28781","24"
"28782","24"
"28783","24"
"28784","24"
"28785","24"
"28786","24"
"28787","24"
"28788","24"
"28789","24"
"28790","24"
"28791","24"
"28792","24"
"28793","24"
"28794","24"
"28795","24"
"28796","24"
"28797","24"
"28798","24"
"28799","24"
"28800","24"
"28801","24"
"28802","24"
"28803","24"
"28804","24"
"28805","24"
"28806","24"
"28807","24"
"28808","24"
"28809","24"
"28810","24"
"28811","24"
"28812","24"
"28813","24"
"28814","24"
"28815","24"
"28816","24"
"28817","24"
"28818","24"
"28819","24"
"28820","24"
"28821","24"
"28822","24"
"28823","24"
"28824","24"
"28825","24"
"28826","24"
"28827","24"
"28828","24"
"28829","24"
"28830","24"
"28831","24"
"28832","24"
"28833","24"
"28834","24"
"28835","24"
"28836","24"
"28837","24"
"28838","24"
"28839","24"
"28840","24"
"28841","24"
"28842","24"
"28843","24"
"28844","24"
"28845","24"
"28846","24"
"28847","24"
"28848","24"
"28849","24"
"28850","24"
"28851","24"
"28852","24"
"28853","24"
"28854","24"
"28855","24"
"28856","24"
"28857","24"
"28858","24"
"28859","24"
"28860","24"
"28861","24"
"28862","24"
"28863","24"
"28864","24"
"28865","24"
"28866","24"
"28867","24"
"28868","24"
"28869","24"
"28870","24"
"28871","24"
"28872","24"
"28873","24"
"28874","24"
"28875","24"
"28876","24"
"28877","24"
"28878","24"
"28879","24"
"28880","24"
"28881","24"
"28882","24"
"28883","24"
"28884","24"
"28885","24"
"28886","24"
"28887","24"
"28888","24"
"28889","24"
"28890","24"
"28891","24"
"28892","24"
"28893","24"
"28894","24"
"28895","24"
"28896","24"
"28897","24"
"28898","24"
"28899","24"
"28900","24"
"28901","24"
"28902","24"
"28903","24"
"28904","24"
"28905","24"
"28906","24"
"28907","24"
"28908","24"
"28909","24"
"28910","24"
"28911","24"
"28912","24"
"28913","24"
"28914","24"
"28915","24"
"28916","24"
"28917","24"
"28918","24"
"28919","24"
"28920","24"
"28921","24"
"28922","24"
"28923","24"
"28924","24"
"28925","24"
"28926","24"
"28927","24"
"28928","24"
"28929","24"
"28930","24"
"28931","24"
"28932","24"
"28933","24"
"28934","24"
"28935","24"
"28936","24"
"28937","24"
"28938","24"
"28939","24"
"28940","24"
"28941","24"
"28942","24"
"28943","24"
"28944","24"
"28945","24"
"28946","24"
"28947","24"
"28948","24"
"28949","24"
"28950","24"
"28951","24"
"28952","24"
"28953","24"
"28954","24"
"28955","24"
"28956","24"
"28957","24"
"28958","24"
"28959","24"
"28960","24"
"28961","24"
"28962","24"
"28963","24"
"28964","24"
"28965","24"
"28966","24"
"28967","24"
"28968","24"
"28969","24"
"28970","24"
"28971","24"
"28972","24"
"28973","24"
"28974","24"
"28975","24"
"28976","24"
"28977","24"
"28978","24"
"28979","24"
"28980","24"
"28981","24"
"28982","24"
"28983","24"
"28984","24"
"28985","24"
"28986","24"
"28987","24"
"28988","24"
"28989","24"
"28990","24"
"28991","24"
"28992","24"
"28993","24"
"28994","24"
"28995","24"
"28996","24"
"28997","24"
"28998","24"
"28999","24"
"29000","24"
"29001","24"
"29002","24"
"29003","24"
"29004","24"
"29005","24"
"29006","24"
"29007","24"
"29008","24"
"29009","24"
"29010","24"
"29011","24"
"29012","24"
"29013","24"
"29014","24"
"29015","24"
"29016","24"
"29017","24"
"29018","24"
"29019","24"
"29020","24"
"29021","24"
"29022","24"
"29023","24"
"29024","24"
"29025","24"
"29026","24"
"29027","24"
"29028","24"
"29029","24"
"29030","24"
"29031","24"
"29032","24"
"29033","24"
"29034","24"
"29035","24"
"29036","24"
"29037","24"
"29038","24"
"29039","24"
"29040","24"
"29041","24"
"29042","24"
"29043","24"
"29044","24"
"29045","24"
"29046","24"
"29047","24"
"29048","24"
"29049","24"
"29050","24"
"29051","24"
"29052","24"
"29053","24"
"29054","24"
"29055","24"
"29056","24"
"29057","24"
"29058","24"
"29059","24"
"29060","24"
"29061","24"
"29062","24"
"29063","24"
"29064","24"
"29065","24"
"29066","24"
"29067","24"
"29068","24"
"29069","24"
"29070","24"
"29071","24"
"29072","24"
"29073","24"
"29074","24"
"29075","24"
"29076","24"
"29077","24"
"29078","24"
"29079","24"
"29080","24"
"29081","24"
"29082","24"
"29083","24"
"29084","23"
"29085","23"
"29086","23"
"29087","23"
"29088","23"
"29089","23"
"29090","23"
"29091","23"
"29092","23"
"29093","23"
"29094","23"
"29095","23"
"29096","23"
"29097","23"
"29098","23"
"29099","23"
"29100","23"
"29101","23"
"29102","23"
"29103","23"
"29104","23"
"29105","23"
"29106","23"
"29107","23"
"29108","23"
"29109","23"
"29110","23"
"29111","23"
"29112","23"
"29113","23"
"29114","23"
"29115","23"
"29116","23"
"29117","23"
"29118","23"
"29119","23"
"29120","23"
"29121","23"
"29122","23"
"29123","23"
"29124","23"
"29125","23"
"29126","23"
"29127","23"
"29128","23"
"29129","23"
"29130","23"
"29131","23"
"29132","23"
"29133","23"
"29134","23"
"29135","23"
"29136","23"
"29137","23"
"29138","23"
"29139","23"
"29140","23"
"29141","23"
"29142","23"
"29143","23"
"29144","23"
"29145","23"
"29146","23"
"29147","23"
"29148","23"
"29149","23"
"29150","23"
"29151","23"
"29152","23"
"29153","23"
"29154","23"
"29155","23"
"29156","23"
"29157","23"
"29158","23"
"29159","23"
"29160","23"
"29161","23"
"29162","23"
"29163","23"
"29164","23"
"29165","23"
"29166","23"
"29167","23"
"29168","23"
"29169","23"
"29170","23"
"29171","23"
"29172","23"
"29173","23"
"29174","23"
"29175","23"
"29176","23"
"29177","23"
"29178","23"
"29179","23"
"29180","23"
"29181","23"
"29182","23"
"29183","23"
"29184","23"
"29185","23"
"29186","23"
"29187","23"
"29188","23"
"29189","23"
"29190","23"
"29191","23"
"29192","23"
"29193","23"
"29194","23"
"29195","23"
"29196","23"
"29197","23"
"29198","23"
"29199","23"
"29200","23"
"29201","23"
"29202","23"
"29203","23"
"29204","23"
"29205","23"
"29206","23"
"29207","23"
"29208","23"
"29209","23"
"29210","23"
"29211","23"
"29212","23"
"29213","23"
"29214","23"
"29215","23"
"29216","23"
"29217","23"
"29218","23"
"29219","23"
"29220","23"
"29221","23"
"29222","23"
"29223","23"
"29224","23"
"29225","23"
"29226","23"
"29227","23"
"29228","23"
"29229","23"
"29230","23"
"29231","23"
"29232","23"
"29233","23"
"29234","23"
"29235","23"
"29236","23"
"29237","23"
"29238","23"
"29239","23"
"29240","23"
"29241","23"
"29242","23"
"29243","23"
"29244","23"
"29245","23"
"29246","23"
"29247","23"
"29248","23"
"29249","23"
"29250","23"
"29251","23"
"29252","23"
"29253","23"
"29254","23"
"29255","23"
"29256","23"
"29257","23"
"29258","23"
"29259","23"
"29260","23"
"29261","23"
"29262","23"
"29263","23"
"29264","23"
"29265","23"
"29266","23"
"29267","23"
"29268","23"
"29269","23"
"29270","23"
"29271","23"
"29272","23"
"29273","23"
"29274","23"
"29275","23"
"29276","23"
"29277","23"
"29278","23"
"29279","23"
"29280","23"
"29281","23"
"29282","23"
"29283","23"
"29284","23"
"29285","23"
"29286","23"
"29287","23"
"29288","23"
"29289","23"
"29290","23"
"29291","23"
"29292","23"
"29293","23"
"29294","23"
"29295","23"
"29296","23"
"29297","23"
"29298","23"
"29299","23"
"29300","23"
"29301","23"
"29302","23"
"29303","23"
"29304","23"
"29305","23"
"29306","23"
"29307","23"
"29308","23"
"29309","23"
"29310","23"
"29311","23"
"29312","23"
"29313","23"
"29314","23"
"29315","23"
"29316","23"
"29317","23"
"29318","23"
"29319","23"
"29320","23"
"29321","23"
"29322","23"
"29323","23"
"29324","23"
"29325","23"
"29326","23"
"29327","23"
"29328","23"
"29329","23"
"29330","23"
"29331","23"
"29332","23"
"29333","23"
"29334","23"
"29335","23"
"29336","23"
"29337","23"
"29338","23"
"29339","23"
"29340","23"
"29341","23"
"29342","23"
"29343","23"
"29344","23"
"29345","23"
"29346","23"
"29347","23"
"29348","23"
"29349","23"
"29350","23"
"29351","23"
"29352","23"
"29353","23"
"29354","23"
"29355","23"
"29356","23"
"29357","23"
"29358","23"
"29359","23"
"29360","23"
"29361","23"
"29362","23"
"29363","23"
"29364","23"
"29365","23"
"29366","23"
"29367","23"
"29368","23"
"29369","23"
"29370","23"
"29371","23"
"29372","23"
"29373","23"
"29374","23"
"29375","23"
"29376","23"
"29377","23"
"29378","23"
"29379","23"
"29380","23"
"29381","23"
"29382","23"
"29383","23"
"29384","23"
"29385","23"
"29386","23"
"29387","23"
"29388","23"
"29389","23"
"29390","23"
"29391","23"
"29392","23"
"29393","23"
"29394","23"
"29395","23"
"29396","23"
"29397","23"
"29398","23"
"29399","23"
"29400","23"
"29401","23"
"29402","23"
"29403","23"
"29404","23"
"29405","23"
"29406","23"
"29407","23"
"29408","23"
"29409","23"
"29410","23"
"29411","23"
"29412","23"
"29413","23"
"29414","23"
"29415","23"
"29416","23"
"29417","23"
"29418","22"
"29419","22"
"29420","22"
"29421","22"
"29422","22"
"29423","22"
"29424","22"
"29425","22"
"29426","22"
"29427","22"
"29428","22"
"29429","22"
"29430","22"
"29431","22"
"29432","22"
"29433","22"
"29434","22"
"29435","22"
"29436","22"
"29437","22"
"29438","22"
"29439","22"
"29440","22"
"29441","22"
"29442","22"
"29443","22"
"29444","22"
"29445","22"
"29446","22"
"29447","22"
"29448","22"
"29449","22"
"29450","22"
"29451","22"
"29452","22"
"29453","22"
"29454","22"
"29455","22"
"29456","22"
"29457","22"
"29458","22"
"29459","22"
"29460","22"
"29461","22"
"29462","22"
"29463","22"
"29464","22"
"29465","22"
"29466","22"
"29467","22"
"29468","22"
"29469","22"
"29470","22"
"29471","22"
"29472","22"
"29473","22"
"29474","22"
"29475","22"
"29476","22"
"29477","22"
"29478","22"
"29479","22"
"29480","22"
"29481","22"
"29482","22"
"29483","22"
"29484","22"
"29485","22"
"29486","22"
"29487","22"
"29488","22"
"29489","22"
"29490","22"
"29491","22"
"29492","22"
"29493","22"
"29494","22"
"29495","22"
"29496","22"
"29497","22"
"29498","22"
"29499","22"
"29500","22"
"29501","22"
"29502","22"
"29503","22"
"29504","22"
"29505","22"
"29506","22"
"29507","22"
"29508","22"
"29509","22"
"29510","22"
"29511","22"
"29512","22"
"29513","22"
"29514","22"
"29515","22"
"29516","22"
"29517","22"
"29518","22"
"29519","22"
"29520","22"
"29521","22"
"29522","22"
"29523","22"
"29524","22"
"29525","22"
"29526","22"
"29527","22"
"29528","22"
"29529","22"
"29530","22"
"29531","22"
"29532","22"
"29533","22"
"29534","22"
"29535","22"
"29536","22"
"29537","22"
"29538","22"
"29539","22"
"29540","22"
"29541","22"
"29542","22"
"29543","22"
"29544","22"
"29545","22"
"29546","22"
"29547","22"
"29548","22"
"29549","22"
"29550","22"
"29551","22"
"29552","22"
"29553","22"
"29554","22"
"29555","22"
"29556","22"
"29557","22"
"29558","22"
"29559","22"
"29560","22"
"29561","22"
"29562","22"
"29563","22"
"29564","22"
"29565","22"
"29566","22"
"29567","22"
"29568","22"
"29569","22"
"29570","22"
"29571","22"
"29572","22"
"29573","22"
"29574","22"
"29575","22"
"29576","22"
"29577","22"
"29578","22"
"29579","22"
"29580","22"
"29581","22"
"29582","22"
"29583","22"
"29584","22"
"29585","22"
"29586","22"
"29587","22"
"29588","22"
"29589","22"
"29590","22"
"29591","22"
"29592","22"
"29593","22"
"29594","22"
"29595","22"
"29596","22"
"29597","22"
"29598","22"
"29599","22"
"29600","22"
"29601","22"
"29602","22"
"29603","22"
"29604","22"
"29605","22"
"29606","22"
"29607","22"
"29608","22"
"29609","22"
"29610","22"
"29611","22"
"29612","22"
"29613","22"
"29614","22"
"29615","22"
"29616","22"
"29617","22"
"29618","22"
"29619","22"
"29620","22"
"29621","22"
"29622","22"
"29623","22"
"29624","22"
"29625","22"
"29626","22"
"29627","22"
"29628","22"
"29629","22"
"29630","22"
"29631","22"
"29632","22"
"29633","22"
"29634","22"
"29635","22"
"29636","22"
"29637","22"
"29638","22"
"29639","22"
"29640","22"
"29641","22"
"29642","22"
"29643","22"
"29644","22"
"29645","22"
"29646","22"
"29647","22"
"29648","22"
"29649","22"
"29650","22"
"29651","22"
"29652","22"
"29653","22"
"29654","22"
"29655","22"
"29656","22"
"29657","22"
"29658","22"
"29659","22"
"29660","22"
"29661","22"
"29662","22"
"29663","22"
"29664","22"
"29665","22"
"29666","22"
"29667","22"
"29668","22"
"29669","22"
"29670","22"
"29671","22"
"29672","22"
"29673","22"
"29674","22"
"29675","22"
"29676","22"
"29677","22"
"29678","22"
"29679","22"
"29680","22"
"29681","22"
"29682","22"
"29683","22"
"29684","22"
"29685","22"
"29686","22"
"29687","22"
"29688","22"
"29689","22"
"29690","22"
"29691","22"
"29692","22"
"29693","22"
"29694","22"
"29695","22"
"29696","22"
"29697","22"
"29698","22"
"29699","22"
"29700","22"
"29701","22"
"29702","22"
"29703","22"
"29704","22"
"29705","22"
"29706","22"
"29707","22"
"29708","22"
"29709","22"
"29710","22"
"29711","22"
"29712","22"
"29713","22"
"29714","22"
"29715","22"
"29716","22"
"29717","22"
"29718","22"
"29719","22"
"29720","22"
"29721","22"
"29722","22"
"29723","22"
"29724","22"
"29725","22"
"29726","22"
"29727","22"
"29728","22"
"29729","22"
"29730","22"
"29731","22"
"29732","22"
"29733","22"
"29734","22"
"29735","22"
"29736","22"
"29737","22"
"29738","22"
"29739","22"
"29740","22"
"29741","22"
"29742","22"
"29743","22"
"29744","22"
"29745","22"
"29746","22"
"29747","22"
"29748","22"
"29749","22"
"29750","22"
"29751","22"
"29752","22"
"29753","22"
"29754","22"
"29755","22"
"29756","22"
"29757","22"
"29758","22"
"29759","22"
"29760","22"
"29761","22"
"29762","22"
"29763","22"
"29764","22"
"29765","21"
"29766","21"
"29767","21"
"29768","21"
"29769","21"
"29770","21"
"29771","21"
"29772","21"
"29773","21"
"29774","21"
"29775","21"
"29776","21"
"29777","21"
"29778","21"
"29779","21"
"29780","21"
"29781","21"
"29782","21"
"29783","21"
"29784","21"
"29785","21"
"29786","21"
"29787","21"
"29788","21"
"29789","21"
"29790","21"
"29791","21"
"29792","21"
"29793","21"
"29794","21"
"29795","21"
"29796","21"
"29797","21"
"29798","21"
"29799","21"
"29800","21"
"29801","21"
"29802","21"
"29803","21"
"29804","21"
"29805","21"
"29806","21"
"29807","21"
"29808","21"
"29809","21"
"29810","21"
"29811","21"
"29812","21"
"29813","21"
"29814","21"
"29815","21"
"29816","21"
"29817","21"
"29818","21"
"29819","21"
"29820","21"
"29821","21"
"29822","21"
"29823","21"
"29824","21"
"29825","21"
"29826","21"
"29827","21"
"29828","21"
"29829","21"
"29830","21"
"29831","21"
"29832","21"
"29833","21"
"29834","21"
"29835","21"
"29836","21"
"29837","21"
"29838","21"
"29839","21"
"29840","21"
"29841","21"
"29842","21"
"29843","21"
"29844","21"
"29845","21"
"29846","21"
"29847","21"
"29848","21"
"29849","21"
"29850","21"
"29851","21"
"29852","21"
"29853","21"
"29854","21"
"29855","21"
"29856","21"
"29857","21"
"29858","21"
"29859","21"
"29860","21"
"29861","21"
"29862","21"
"29863","21"
"29864","21"
"29865","21"
"29866","21"
"29867","21"
"29868","21"
"29869","21"
"29870","21"
"29871","21"
"29872","21"
"29873","21"
"29874","21"
"29875","21"
"29876","21"
"29877","21"
"29878","21"
"29879","21"
"29880","21"
"29881","21"
"29882","21"
"29883","21"
"29884","21"
"29885","21"
"29886","21"
"29887","21"
"29888","21"
"29889","21"
"29890","21"
"29891","21"
"29892","21"
"29893","21"
"29894","21"
"29895","21"
"29896","21"
"29897","21"
"29898","21"
"29899","21"
"29900","21"
"29901","21"
"29902","21"
"29903","21"
"29904","21"
"29905","21"
